-0.0394087,0.167041,-0.577052
-0.109514,-0.276888,-0.56457
-0.000847906,0.219621,-0.331542
-0.106876,-0.245236,-0.648964
-0.146824,-0.240901,-0.518567
-0.00853375,0.0965697,0.519627
0.10301,0.182518,-0.0665454
-0.106544,0.0522684,-0.567061
0.0340695,-0.108838,-0.191104
-0.156632,-0.0938167,-0.436695
0.029045,0.105866,0.465689
-0.117061,-0.216335,-0.481017
-0.131781,0.104505,-0.361389
-0.186066,-0.521836,-0.598141
0.138045,0.0679995,-0.515132
-0.060644,-0.11787,-0.460506
-0.17237,-0.105547,-0.52817
-0.0471327,-0.00523139,0.197041
-0.121057,-0.240074,-0.657452
0.0590492,-0.0617804,-0.299403
-0.0521108,-0.132651,-0.0710675
-0.155004,-0.532331,0.0812118
0.0964502,-0.216876,-0.585005
-0.144474,-0.171469,-0.0161317
-0.119127,-0.530693,0.0372253
-0.00783476,-0.0018634,-0.588135
-0.102953,0.126718,-0.387211
0.0519418,-0.132651,-0.0710675
-0.123858,0.0247249,-0.188348
-0.105863,-0.185757,0.0553608
0.115079,-0.280868,-0.704102
-0.0928218,-0.0451319,-0.357376
-0.119667,0.101453,0.156669
0.689324,-1.98305,-0.775384
0.0267967,-0.0964128,-0.481762
-0.135769,0.00381857,-0.0997372
-0.064914,0.259753,0.0955905
-0.114044,-0.478519,0.0356464
-0.103179,0.182518,-0.0665454
-0.128523,-0.197451,0.0686245
-0.112998,0.132508,0.120659
0.104524,0.202419,0.130318
0.0602195,0.233396,0.458973
-0.105416,0.338085,0.370295
0.0559324,0.238629,0.462679
0.0526427,0.239848,0.464394
-0.161362,0.0164919,-0.485798
0.045349,0.238908,0.466722
-0.0570172,0.200121,0.447457
0.0394483,0.233943,0.466907
0.0377721,0.230501,0.466139
0.104288,0.175595,0.347393
0.0377721,0.223348,0.46325
0.0394483,0.220338,0.46141
0.0394804,-0.27085,-0.539253
0.045349,0.216895,0.457828
0.0489958,0.216799,0.456436
0.0526427,0.217836,0.4555
0.113433,0.157597,0.0824583
0.0585432,0.222801,0.455315
0.0602195,0.226244,0.456083
-0.18713,-0.498381,0.0743777
0.0602195,0.233396,0.458973
-0.051578,0.231438,0.46244
0.0559324,0.238629,0.462679
0.0526427,0.239848,0.464394
-0.165997,-0.489118,0.0913502
0.045349,0.238908,0.466722
0.186947,-0.523507,0.0847149
0.0394483,0.233943,0.466907
0.0377721,0.230501,0.466139
0.10027,0.1061,-0.45448
0.0377721,0.223348,0.46325
0.0394483,0.220338,0.46141
0.119248,-0.427475,-0.00417742
0.045349,0.216895,0.457828
0.0489958,0.216799,0.456436
0.0526427,0.217836,0.4555
-0.111229,0.288901,0.335979
0.0585432,0.222801,0.455315
0.0602195,0.226244,0.456083
-0.0618139,0.29126,0.438557
-0.0853045,0.018094,-0.595497
-0.0408592,0.280843,0.0672094
-0.0632427,-0.0587383,-0.297463
0.613698,-2.25016,-0.615649
0.1491,-0.473018,-0.683392
0.16688,-0.0305264,-0.493531
0.0478118,0.23024,0.461362
-0.0451438,0.226296,0.45564
0.132542,0.146734,-0.0770339
0.0760116,0.0800527,0.251937
-0.0935084,0.096839,-0.5541
0.135787,0.0206129,-0.564858
-0.130407,0.00702164,0.156669
-8.45247e-05,-0.00561366,0.239252
-0.0259975,0.218191,0.47398
0.0832569,0.0170355,-0.601267
-0.16176,0.00716106,-0.401963
-0.166388,-0.522563,0.111245
